ID,Location,Date,Time,Replicate,Collecter,Type,Comment,"This cell checks to make sure the ID and the Sample Name match - If its blank, its good!",Analyzed on Machine,Sample Name,Processed Delta 2H,Processed Delta 2H StDev,Processed Delta 18O,Processed Delta 18O StDev,Processed Delta 17O,Processed Delta 17O StDev,Comments,,
1096,Doolittle,7/2/2024,9:37:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1096,-47.39189,1.54E-01,-7.480456,7.23E-02,-3.839075,1.72E-02,,,
1275,Doolittle,8/7/2024,10:29:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1275,-48.651213,2.65E-01,-7.910372,2.52E-02,-4.065834,3.68E-02,,,
1314,Doolittle,8/23/2024,4:55:00 PM,1,"RV, RC",Stream,,,8/26/2024,1314,-49.471636,9.15E-01,-7.710462,1.04E-01,-4.173024,6.22E-02,,,
1462,Doolittle,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1462,-52.897175,1.13E-01,-7.356719,1.48E-02,-3.696218,3.09E-02,,,
1304,Downstream puffers pond bridge,8/23/2024,3:49:00 PM,1,"RV, RC",Stream,2: Just downstream of the bridge,,8/26/2024,1304,-49.828924,3.21E-01,-7.909438,4.20E-02,-4.29771,6.20E-02,,,
124,Eastman Down,5/27/2021,-,1,-,Surface,,,9/15/2023,124,-39.606214,7.14E-01,-7.919093,8.08E-02,-4.15E+00,3.83E-02,Block Standardization,,
126,Eastman Down,6/16/2021,-,1,-,Surface,,,9/16/2023,126,-55.769319,1.15E+00,-8.52321,1.73E-01,-4.47E+00,6.97E-02,Block Standardization,,
133,Eastman Down,7/1/2021,-,1,CDG,Stream,,,9/18/2023,133,-41.901234,3.55E-01,-6.810927,5.88E-02,-3.70E+00,3.20E-02,Block Standardization,,
147,Eastman Down,7/22/2021,-,1,CDG,Surface,,,9/19/2023,147,-34.602148,2.71E-01,-7.884725,4.88E-02,-4.14E+00,3.80E-02,Block Standardization,,
259,Eastman Down,9/22/2021,5:35:00 PM,1,JJ,Stream,,,10/3/2023,259,-39.5166,1.95E-01,-8.38594,4.40E-02,-4.49E+00,7.25E-02,Block Standardization,,
634,Eastman Down,10/21/2021,10:00:00 AM,1,-,Stream,,,2/15/2024,634,-20.660037,6.82E-01,-7.64097,1.43E-01,-5.416049,1.16E-01,,,
173,Eastman Down,11/20/2021,-,1,AKS,Stream,,,9/25/2023,173,-27.665364,7.57E-01,-7.985045,6.14E-02,-4.16E+00,3.08E-02,Block Standardization,,
185,Eastman Down,12/4/2021,11:50:00 AM,1,TN,Stream,,,9/28/2023,185,-41.668713,2.13E-01,-8.133128,9.28E-02,-4.30E+00,7.64E-02,Block Standardization,,
269,Eastman Down,2/12/2022,10:41:00 AM,1,"AKS, TN",Stream,,,11/3/2023,269,-33.875373,1.87E-01,-8.261983,9.13E-02,-4.38E+00,5.44E-02,Block Standardization,,
281,Eastman Down,3/5/2022,10:34:00 AM,1,"AKS, TN",Stream,,,11/3/2023,281,-34.452306,9.74E-01,-8.447503,7.19E-02,-4.42E+00,1.63E-02,"Block Standardization, 4 intf",,
294,Eastman Down,4/2/2022,10:46:00 AM,1,"AKS, TN",Stream,,,11/10/2023,294,-26.075837,5.10E-01,-8.005786,4.30E-02,-4.17E+00,2.31E-02,Block Standardization,,
320,Eastman Down,6/29/2022,12:16:00 PM,1,"TN, JB",Stream,,,11/14/2023,320,-52.051749,3.32E-01,-8.024142,4.69E-02,-4.17E+00,2.08E-02,,,
331,Eastman Down,7/21/2022,9:36:00 AM,1,"TN, JB",Stream,,,11/17/2023,331,-49.570059,7.50E-01,-5.076279,6.39E-02,NaN,3.15E-02,,,
347,Eastman Down,9/12/2022,9:10:00 AM,1,"TN, JB",Stream,,,11/20/2023,347,-47.582885,6.40E-02,-8.006939,1.84E-02,-4.16E+00,2.92E-02,,,
386,Eastman Down,10/17/2022,10:27:00 AM,1,"TN, JB",Stream,,,11/28/2023,386,-37.39082,2.70E-01,-7.637308,2.95E-02,-4.28E+00,2.81E-02,,,
399,Eastman Down,11/11/2022,10:57:00 AM,1,"TN, ER, JB",Stream,,,11/29/2023,399,-40.555299,3.74E-01,-7.846135,2.99E-02,-4.50E+00,5.31E-02,,,
411,Eastman Down,12/12/2022,11:18:00 AM,1,"TN, JB",Stream,,,11/29/2023,411,-48.658674,1.36E-01,-7.865369,2.13E-02,-4.50E+00,4.70E-02,,,
430,Eastman Down,1/30/2023,10:07:00 AM,1,"TN, JB",Stream,,,2/22/2024,430,-51.805912,3.00E-01,-8.779242,5.78E-02,-4.57E+00,3.75E-02,4 fvol,,
449,Eastman Down,2/18/2023,11:21:00 AM,1,"TN, ER",Stream,,,11/30/2023,449,-42.06475,1.31E-01,-8.099488,3.89E-02,-4.60E+00,1.74E-02,,,
465,Eastman Down,3/11/2023,9:27:00 AM,1,"TN, JB, CL",Stream,,,12/1/2023,465,-46.122654,8.09E-01,-8.36,7.04E-02,-4.44E+00,5.48E-03,"3 2Hck, 1 fvol",,
487,Eastman Down,4/22/2023,9:54:00 AM,1,"TN, JB, CDG",Stream,,,12/4/2023,487,-50.539374,6.95E-01,-8.336544,6.51E-02,-4.345787,3.31E-02,,,
510,Eastman Down,5/21/2023,9:50:00 AM,1,"TN, NO",Stream,,,2/1/2024,510,-40.437186,2.99E-01,-7.078556,2.75E-02,-3.889808,1.10E-02,1 fvol,,
523,Eastman Down,6/14/2023,11:26:00 AM,1,"TN, ACM, CDG",Stream,,,2/6/2024,523,-45.280619,1.59E-01,-7.977781,4.16E-02,-3.879701,5.35E-02,,,
557,Eastman Down,7/28/2023,12:51:00 PM,1,"TN, S",Stream,,,2/7/2024,557,-48.507152,4.89E-01,-7.848291,4.84E-02,-3.964574,4.75E-02,,,
570,Eastman Down,8/29/2023,12:03:00 PM,1,"TN, S",Stream,,,2/8/2024,570,-50.968215,1.47E-01,-8.236615,3.67E-02,-4.386532,6.07E-02,,,
583,Eastman Down,9/22/2023,10:44:00 AM,1,"TN, TH",Stream,,,2/8/2024,583,-44.964237,4.74E-01,-7.575336,6.75E-02,-3.820929,4.61E-02,,,
645,Eastman Down,10/21/2023,11:27:00 AM,1,"TN, BD",Stream,,,2/15/2024,645,-48.423921,2.63E-01,-7.956673,4.04E-02,-6.314191,2.58E-02,,,
658,Eastman Down,11/19/2023,10:30:00 AM,1,"TN, RV",Stream,,,2/15/2024,658,-49.576402,7.52E-01,-8.012096,7.76E-02,-6.234159,6.33E-02,"fvol, svol",,
671,Eastman Down,12/6/2023,9:42:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,671,-44.362272,4.74E-01,-7.709662,8.52E-02,-5.569204,3.61E-02,,,
684,Eastman Down,1/26/2024,10:05:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,684,-63.872684,1.28E-01,-9.551231,5.20E-02,-5.88888,2.21E-02,,,
772,Eastman Down,2/24/2024,9:39:00 AM,1,"TN, TH, BD",Stream,,,3/5/2024,772,-74.618322,1.02E+00,-8.943684,7.86E-02,-5.001297,4.56E-02,4 2Hck,,
820,Eastman Down,3/16/2024,10:54:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/30/2024,820,-57.654047,4.08E-01,-8.664371,9.11E-02,-4.567589,6.45E-03,,,
833,Eastman Down,4/21/2024,10:21:00 AM,1,"TN, BD, RV, ZW",Stream,,,4/30/2024,833,-56.171952,2.03E-01,-8.304798,7.28E-02,-4.359766,4.04E-02,,,
853,Eastman Down,5/4/2024,10:20:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,853,-59.222843,5.69E-01,-8.423998,4.24E-02,-4.109266,4.68E-02,,,
934,Eastman Down,6/4/2024,11:31:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,934,-52.729058,3.14E-01,-8.205789,7.10E-02,-4.26494,5.69E-02,,,
1098,Eastman Down,7/2/2024,10:42:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1098,-49.011512,3.03E-01,-7.802991,4.82E-02,-3.995556,1.67E-02,,,
1277,Eastman Down,8/7/2024,11:39:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1277,-47.663121,2.68E-01,-7.623986,6.47E-02,-3.929679,4.66E-02,,,
1464,Eastman Down,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1464,-50.014542,4.26E-01,-6.937002,7.26E-02,-3.510372,7.07E-02,,,
123,Eastman Up,5/27/2021,-,1,-,Surface,,,9/15/2023,123,-49.823714,1.29E-01,-7.794965,3.76E-02,-4.11E+00,1.89E-02,Block Standardization,,
128,Eastman Up,6/16/2021,-,1,-,Surface,,,9/15/2023,128,-19.175644,1.01E+00,-7.545862,9.63E-02,-3.99E+00,2.58E-02,Block Standardization,,
135,Eastman Up,7/1/2021,-,1,CDG,Stream,,,9/18/2023,135,-14.799925,1.66E-01,-6.236012,1.11E-02,-3.34E+00,1.20E-02,Block Standardization,,
156,Eastman Up,7/22/2021,-,1,CDG,Surface,,,9/20/2023,156,-57.477022,2.48E-01,-7.893238,2.70E-02,-4.10E+00,1.19E-02,Block Standardization,,
163,Eastman Up,8/24/2021,9:15:00 AM,-,-,-,,,9/21/2023,163,-54.739844,4.07E-01,-7.680696,6.03E-02,-4.05E+00,3.91E-02,Block Standardization,,
258,Eastman Up,9/22/2021,5:20:00 PM,1,JJ,Stream,,,10/3/2023,258,-43.6873,3.33E-01,-8.13581,9.11E-03,-4.28E+00,4.49E-02,Block Standardization,,
635,Eastman Up,10/21/2021,-,1,-,Stream,,,2/15/2024,635,-20.950164,7.03E-01,-7.250959,1.23E-01,-5.384853,1.62E-01,,,
169,Eastman Up,11/20/2021,-,1,AKS,Stream,,,9/21/2023,169,-38.521284,4.64E-01,-8.2032,2.49E-02,-4.29E+00,2.78E-02,Block Standardization,,
186,Eastman Up,12/4/2021,11:55:00 AM,1,TN,Stream,,,9/28/2023,186,-31.633596,2.68E-01,-7.93518,5.09E-02,-4.24E+00,5.94E-02,Block Standardization,,
268,Eastman Up,2/12/2022,10:00:00 AM,1,"AKS, TN",Stream,,,11/3/2023,268,-24.193536,2.64E-01,-8.134942,7.40E-02,-4.33E+00,1.89E-02,Block Standardization,,
280,Eastman Up,3/5/2022,9:47:00 AM,1,"AKS, TN",Stream,,,11/3/2023,280,-17.782078,0.00E+00,-8.220644,0.00E+00,-4.28E+00,0.00E+00,"Block Standardization, 1 intf, 3 fvol",,
306,Eastman Up,5/27/2022,11:05:00 AM,1,"TN, CDG",Stream,,,11/15/2023,306,-41.292468,5.03E-01,-7.13987,7.84E-02,-3.80E+00,4.63E-02,,,
319,Eastman Up,6/29/2022,11:20:00 AM,1,"TN, JB",Stream,,,11/14/2023,319,-14.970573,8.67E-02,-6.576504,5.49E-02,-3.41E+00,4.87E-02,1 svol,,
332,Eastman Up,7/21/2022,9:05:00 AM,1,"TN, JB",Stream,,,11/17/2023,332,-41.413139,7.80E-01,-1.619601,8.19E-02,NaN,3.58E-02,,,
346,Eastman Up,9/12/2022,8:46:00 AM,1,"TN, JB",Stream,,,11/20/2023,346,-17.788631,8.75E-01,-5.903419,4.94E-02,-3.06E+00,4.09E-02,"1 fvol, 1 svol, 2 2Hck",,
385,Eastman Up,10/17/2022,9:58:00 AM,1,"TN, JB",Stream,,,11/28/2023,385,-25.920303,4.47E-01,-6.348118,2.98E-02,-3.65E+00,3.63E-02,,,
398,Eastman Up,11/11/2022,10:21:00 AM,1,"TN, ER, JB",Stream,,,11/29/2023,398,-32.024179,2.66E-01,-6.989595,2.59E-02,-4.01E+00,6.28E-02,1 svol,,
410,Eastman Up,12/12/2022,10:54:00 AM,1,"TN, JB",Stream,,,11/29/2023,410,-46.571019,1.11E+00,-7.488389,1.58E-01,-4.27E+00,6.16E-02,4 2Hck,,
429,Eastman Up,1/30/2023,9:40:00 AM,1,"TN, JB",Stream,,,11/29/2023,429,-50.768384,4.63E-01,-8.866803,1.39E-01,-5.01E+00,8.29E-02,1 fvol,,
448,Eastman Up,2/18/2023,10:41:00 AM,1,"TN, ER",Stream,,,11/30/2023,448,-47.152724,2.32E-01,-8.053163,7.21E-02,-4.52E+00,5.33E-02,,,
464,Eastman Up,3/11/2023,9:01:00 AM,1,"TN, JB, CL",Stream,,,12/1/2023,464,-47.216085,6.69E-01,-8.335844,5.36E-02,-4.52E+00,4.43E-02,,,
486,Eastman Up,4/22/2023,9:28:00 AM,1,"TN, JB, CDG",Stream,,,12/4/2023,486,-48.549409,7.64E-01,-8.067629,1.22E-01,-4.225794,6.84E-02,,,
509,Eastman Up,5/21/2023,9:14:00 AM,1,"TN, NO",Stream,,,2/1/2024,509,-43.446043,3.67E-01,-7.068521,4.65E-02,-3.998446,1.20E-02,,,
522,Eastman Up,6/14/2023,10:49:00 AM,1,"TN, ACM, CDG",Stream,,,2/6/2024,522,-44.912687,3.62E-01,-6.684962,5.66E-02,-3.148768,4.41E-02,,,
556,Eastman Up,7/28/2023,12:15:00 PM,1,"TN, S",Stream,,,2/7/2024,556,-45.870154,3.12E-01,-7.459686,4.08E-02,-3.774899,3.35E-02,,,
569,Eastman Up,8/29/2023,11:36:00 AM,1,"TN, S",Stream,,,2/7/2024,569,-45.728012,2.43E-01,-7.20535,6.10E-02,-3.568408,4.63E-02,,,
582,Eastman Up,9/22/2023,10:04:00 AM,1,"TN, TH",Stream,,,2/8/2024,582,-34.996148,1.41E-01,-6.676369,2.86E-02,-3.391262,3.42E-02,,,
644,Eastman Up,10/21/2023,10:55:00 AM,1,"TN, BD",Stream,,,2/15/2024,644,-45.745694,3.98E-01,-7.468955,6.94E-02,-6.125262,5.10E-02,,,
657,Eastman Up,11/19/2023,10:04:00 AM,1,"TN, RV",Stream,,,2/15/2024,657,-45.028404,5.42E-01,-7.502208,1.00E-01,-6.075406,1.00E-01,,,
670,Eastman Up,12/6/2023,9:23:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,670,-48.959432,2.26E-01,-7.523885,5.03E-02,-5.538898,2.31E-02,,,
683,Eastman Up,1/26/2024,9:22:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,683,-64.842297,3.92E-01,-9.741996,7.21E-02,-6.018901,7.82E-02,,,
771,Eastman Up,2/24/2024,9:17:00 AM,1,"TN, TH, BD",Stream,,,3/5/2024,771,-72.85925,7.57E-01,-8.733849,6.70E-02,-4.876195,1.54E-01,2 fvol,,
819,Eastman Up,3/16/2024,10:20:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/25/2024,819,-52.31723,6.81E-01,-8.387099,8.80E-02,-4.87633,1.59E-02,,,
832,Eastman Up,4/21/2024,9:53:00 AM,1,"TN, BD, RV, ZW",Stream,,,4/30/2024,832,-58.903003,1.63E-01,-8.415634,6.23E-02,-4.441118,1.43E-02,,,
852,Eastman Up,5/4/2024,9:58:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,852,-58.570344,3.83E-01,-8.239022,6.40E-02,-3.999738,6.06E-02,,,
933,Eastman Up,6/4/2024,10:45:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,933,-51.451944,3.72E-01,-7.922574,3.33E-02,-4.187613,1.91E-02,1 fvol,,
1097,Eastman Up,7/2/2024,10:15:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1097,-42.916168,7.64E-01,-6.698342,8.20E-02,-3.493137,7.18E-02,1 fvol,,
1276,Eastman Up,8/7/2024,11:05:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1276,-42.977011,6.98E-02,-6.78955,3.77E-02,-3.477023,4.95E-02,,,
1463,Eastman Up,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1463,-46.819735,8.78E-01,-6.085235,1.15E-01,-3.02671,5.67E-02,4 2Hck,,
198,Elab 2,11/15/2021,-,1,AKS,DI,,,9/28/2023,198,-20.761426,4.21E-01,-7.069324,3.89E-02,-3.64E+00,2.81E-02,Block Standardization,,
1200,Fearing 1,7/18/2024,,1,,Stream,,,7/19/2024,1200,-45.494698,3.63E-01,-7.201368,7.58E-02,-4.025425,2.77E-02,,,
1201,Fearing 2,7/18/2024,,1,,Stream,,,7/19/2024,1201,-45.94445,9.02E-01,-7.309386,1.16E-01,-4.130859,6.04E-02,5 2Hck,,
1202,Fearing 3,7/18/2024,,1,,Stream,,,7/19/2024,1202,-47.540846,4.32E-01,-7.732943,3.90E-02,-3.407796,2.61E-02,1 fvol,,
1203,Fearing 4,7/18/2024,,1,,Stream,,,7/19/2024,1203,-41.552375,4.42E-01,-6.880876,9.61E-02,-3.029874,4.63E-02,,,
1204,Fearing 5,7/18/2024,,1,,Stream,,,7/19/2024,1204,-40.226538,3.69E-01,-6.698967,7.00E-02,-2.913972,4.91E-02,,,
1205,Fearing 6,7/18/2024,,1,,Stream,,,7/19/2024,1205,-38.997415,2.95E-01,-6.53119,3.07E-02,-2.974722,7.27E-02,,,
1206,Fearing 7,7/18/2024,,1,,Stream,,,7/19/2024,1206,-45.345912,3.68E-01,-7.494583,4.03E-02,-3.595313,3.36E-02,,,
1207,Fearing 8,7/18/2024,,1,,Stream,,,7/19/2024,1207,-44.398629,3.94E-01,-7.396903,4.19E-02,-3.632933,5.92E-02,,,
1458,Fieldstone,11/16/2024,1:55:00 PM,1,"RV, RC",Stream,,,12/3/2024,1458,-51.958736,4.55E-01,-7.075425,4.31E-02,-3.515459,6.07E-02,,,
1481,Glen Park,4/28/2024,,2A,Anton Schreder/Bahar,Stream,,,11/21/2024,1481,-65.541896,1.22E-01,-9.617734,3.66E-02,-4.989527,2.53E-02,,,
1499,Glen Park,6/30/2024,10:15:00 AM,2C,Anton Schreder,Stream,,,11/21/2024,1499,-64.138332,2.41E-01,-9.347074,2.11E-02,-4.745305,2.91E-02,,,
1515,Glen Park,9/1/2024,9:09:00 AM,2E,Anton Schreder,Stream,,,11/22/2024,1515,-64.372197,3.54E-01,-8.567508,3.63E-02,-4.435208,2.08E-02,,,
1490,Glen Park ,5/27/2024,9:21:00 AM,2B,Anton Schreder,Stream,,,11/21/2024,1490,-65.418655,1.48E-01,-9.662062,3.55E-02,-5.216875,1.82E-02,,,
1507,Glen Park ,7/28/2024,10:00:00 AM,2D,Anton Schreder,Stream,,,11/22/2024,1507,-66.038495,2.24E-01,-9.02195,5.26E-02,-4.673587,5.02E-02,,,
1526,Glen Park ,10/13/2024,9:49:00 AM,2F,Anton Schreder ,Stream,,,11/22/2024,1526,-66.26496,2.07E-01,-8.641495,6.87E-02,-4.244237,4.26E-02,,,
923,Groff Park,5/30/2024,12:30:00 PM,1,"RV, RC",Stream,"NEW SITE. Rained the morning of sampling. About 0.79""",,7/1/2024,923,-56.781328,1.16E-01,-8.81945,4.55E-02,-4.594076,1.77E-02,,,
924,Groff Park,5/30/2024,12:30:00 PM,2,"RV, RC",Stream,"NEW SITE. Rained the morning of sampling. About 0.79""",,7/1/2024,924,-57.129709,2.01E-01,-8.811246,2.07E-02,-4.61153,3.32E-02,,,
926,Groff Park,6/3/2024,11:06:00 AM,1,"RV, RC, MN",Stream,collected immediately,,7/1/2024,926,-52.884382,2.39E-01,-8.36005,5.87E-02,-4.363896,2.95E-02,,,
925,Groff Park,6/3/2024,11:06:00 AM,2,"RV, RC, MN",Stream,collected immediately,,7/1/2024,925,-52.752282,2.03E-01,-8.34877,3.05E-02,-4.354078,2.67E-02,,,
1045,Groff Park,6/24/2024,11:55:00 AM,2,"RC, RV, MN",Stream,,,8/26/2024,1045,-42.888824,9.02E-01,-6.993383,7.37E-02,-4.124059,6.01E-02,,,
1044,Groff Park,6/24/2024,11:55:00 AM,1,"RC, RV, MN",Stream,,,8/26/2024,1044,-43.755316,5.54E-01,-6.945802,8.66E-02,-4.24943,4.11E-02,,,
1163,Groff Park,7/8/2024,11:39:00 AM,1,"RC, RV, MN",Stream,,,10/29/2024,1163,-41.905737,8.48E-01,-7.270375,1.70E-01,-3.639677,5.30E-02,,,
1164,Groff Park,7/8/2024,11:39:00 AM,2,"RC, RV, MN",Stream,,,10/29/2024,1164,-41.849088,6.11E-01,-7.208888,8.00E-02,-3.642878,8.45E-02,,,
1234,Groff Park,7/29/2024,1:05:00 PM,1,"RV, RC",Stream,,,9/27/2024,1234,-48.489717,3.12E-01,-7.431463,3.74E-02,-3.985783,2.31E-02,,,
1235,Groff Park,7/29/2024,1:05:00 PM,2,"RV, RC",Stream,,,9/27/2024,1235,-48.018069,3.82E-01,-7.374644,7.63E-02,-4.017648,2.10E-02,,,
119,Horse Down,5/27/2021,-,1,-,Surface,,,12/13/2022,119,-48.558806,3.64E-01,-7.271919,7.44E-02,-3.55E+00,2.72E-02,Block Standardization,,
131,Horse Down,6/16/2021,-,1,,Surface,,,9/18/2023,131,-45.108322,2.86E-01,-7.389658,3.88E-02,-4.03E+00,1.49E-02,Block Standardization,,
134,Horse Down,7/1/2021,-,1,CDG,Stream,,,9/18/2023,134,-3.708685,3.83E-01,-6.092283,2.06E-02,-3.29E+00,2.82E-02,Block Standardization,,
151,Horse Down,7/22/2021,-,1,CDG,Surface,,,9/20/2023,151,-19.666511,2.63E-01,-6.883259,4.02E-02,-3.79E+00,2.42E-02,Block Standardization,,
158,Horse Down,8/24/2021,9:30:00 AM,1,-,-,,,9/20/2023,158,-35.043558,2.96E-01,-6.805668,4.72E-02,-3.49E+00,6.80E-02,Block Standardization,,
261,Horse Down,9/22/2021,-,1,JJ,Stream,,,10/3/2023,261,-45.4495,1.90E-01,-7.38925,5.21E-02,-4.04E+00,3.39E-02,Block Standardization,,
167,Horse Down,11/20/2021,-,1,AKS,Stream,,,9/21/2023,167,-8.851297,2.09E-01,-7.658818,3.80E-02,-4.05E+00,3.13E-02,Block Standardization,,
192,Horse Down,12/4/2021,1:50:00 PM,1,TN,Stream,,,9/28/2023,192,-27.99731,2.90E-01,-7.976924,5.88E-02,-4.21E+00,2.11E-02,Block Standardization,,
270,Horse Down,2/12/2022,11:20:00 AM,1,"AKS, TN",Stream,,,2/22/2024,270,-29.946386,9.52E-01,-9.188058,1.52E-01,-4.99E+00,8.75E-02,4 2Hck,,
282,Horse Down,3/5/2022,11:05:00 AM,1,"AKS, TN",Stream,,,11/3/2023,282,-22.075933,2.84E-01,-8.476743,6.18E-02,-4.41E+00,2.12E-02,Block Standardization,,
295,Horse Down,4/2/2022,11:20:00 AM,1,"AKS, TN",Stream,,,11/10/2023,295,-28.364773,3.32E-01,-7.342947,4.33E-02,-3.77E+00,6.92E-03,Block Standardization,,
321,Horse Down,6/29/2022,12:58:00 PM,1,"TN, JB",Stream,,,3/13/2024,321,-155.012478,4.99E-01,-9.447384,1.30E-01,-4.73E+00,3.54E-02,2 fvol,,
333,Horse Down,7/21/2022,10:04:00 AM,1,"TN, JB",Stream,,,5/23/2024,333,-26.723972,5.88E-01,-4.965352,3.89E-02,-2.61E+00,9.21E-03,Rerun based on house standards from 5/7/24,,
348,Horse Down,9/12/2022,9:31:00 AM,1,"TN, JB",Stream,,,3/13/2024,348,-105.119613,2.67E-01,-7.874138,6.03E-02,-4.17E+00,5.51E-02,,,
387,Horse Down,10/17/2022,10:50:00 AM,1,"TN, JB",Stream,,,11/28/2023,387,-2.628083,4.65E-01,-7.230744,7.60E-02,-4.07E+00,3.57E-02,,,
400,Horse Down,11/11/2022,11:37:00 AM,1,"TN, ER, JB",Stream,,,11/29/2023,400,-23.444886,2.57E-01,-6.574148,4.42E-02,-3.86E+00,3.54E-02,,,
412,Horse Down,12/12/2022,11:50:00 AM,1,"TN, JB",Stream,,,11/29/2023,412,-40.379442,5.82E-01,-7.189626,1.08E-02,-4.12E+00,2.67E-02,,,
431,Horse Down,1/30/2023,10:33:00 AM,1,"TN, JB",Stream,,,11/29/2023,431,-50.199604,6.07E-01,-9.046317,1.55E-01,-5.00E+00,1.49E-02,2 fvol,,
450,Horse Down,2/18/2023,11:59:00 AM,1,"TN, ER",Stream,,,11/30/2023,450,-44.406806,3.30E-01,-7.900415,3.48E-02,-4.52E+00,7.45E-02,,,
466,Horse Down,3/11/2023,9:51:00 AM,1,"TN, JB, CL",Stream,,,12/1/2023,466,-27.887781,2.62E-01,-8.216672,6.64E-02,-4.32E+00,6.97E-02,1 fvol,,
488,Horse Down,4/22/2023,10:20:00 AM,1,"TN, JB, CDG",Stream,,,12/4/2023,488,-46.374521,5.94E-01,-7.803813,9.48E-02,-4.109891,7.45E-02,,,
511,Horse Down,5/21/2023,10:19:00 AM,1,"TN, NO",Stream,,,2/1/2024,511,-29.19339,1.99E-01,-5.353828,8.44E-02,-3.018719,8.16E-02,,,
524,Horse Down,6/14/2023,12:02:00 PM,1,"TN, ACM, CDG",Stream,,,2/6/2024,524,-44.531613,5.67E-01,-7.026813,3.22E-02,-3.499774,5.69E-02,,,
558,Horse Down,7/28/2023,2:46:00 PM,1,"TN, S",Stream,,,2/7/2024,558,-34.667001,2.52E-01,-6.84644,5.90E-02,-3.386803,2.93E-02,,,
571,Horse Down,8/29/2023,12:25:00 PM,1,"TN, S",Stream,,,2/8/2024,571,-37.911422,4.39E-01,-6.714877,7.30E-02,-3.575698,4.76E-02,,,
584,Horse Down,9/22/2023,11:11:00 AM,1,"TN, TH",Stream,,,2/22/2024,584,-35.516778,4.65E-01,-6.05422,6.60E-02,-3.13296,2.60E-02,1 svol,,
646,Horse Down,10/21/2023,11:55:00 AM,1,"TN, BD",Stream,,,2/15/2024,646,-40.881768,7.16E-01,-7.25178,1.22E-01,-6.086631,1.25E-01,fvol,,
659,Horse Down,11/19/2023,10:54:00 AM,1,"TN, RV",Stream,,,2/15/2024,659,-44.879327,2.40E-01,-7.411069,5.88E-02,-6.051061,1.22E-02,pres,,
672,Horse Down,12/6/2023,10:05:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,672,-54.856423,0.00E+00,-8.309388,0.00E+00,-5.81556,0.00E+00,3 fvol,,
685,Horse Down,1/26/2024,10:22:00 AM,1,"TN, TH, RV, BD",Stream,,,2/20/2024,685,-64.085276,2.76E-01,-9.431535,3.90E-02,-5.583542,2.74E-02,fvol,,
773,Horse Down,2/24/2024,9:58:00 AM,1,"TN, TH, BD",Stream,,,3/5/2024,773,-75.778982,5.95E-01,-9.251929,2.08E-02,-5.152184,4.34E-02,fvol,,
821,Horse Down,3/16/2024,9:50:00 AM,1,"TN, RV, ZW, RC",Stream,,,4/30/2024,821,-59.978771,2.41E-01,-8.773919,3.81E-02,-4.69406,3.78E-02,,,
834,Horse Down,4/21/2024,10:02:00 AM,1,"TN, BD, RV, ZW",Stream,,,4/30/2024,834,-48.671551,4.99E-01,-7.454195,9.78E-02,-3.857301,5.55E-02,,,
854,Horse Down,5/4/2024,10:05:00 AM,1,"BD, TN, RV, TH",Stream,,,5/7/2024,854,-53.301048,8.38E-02,-7.47251,1.23E-01,-3.640203,6.08E-03,1 fvol,,
935,Horse Down,6/4/2024,10:36:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,7/1/2024,935,-56.269163,3.56E-01,-8.282472,6.18E-02,-4.356586,3.35E-02,,,
1099,Horse Down,7/2/2024,10:45:00 AM,1,"RV, RC, TN, ZW",Stream,collected immediately,,10/14/2024,1099,-30.350714,9.84E-02,-5.204897,5.74E-02,-2.635804,2.40E-02,,,
1278,Horse Down,8/7/2024,10:52:00 AM,1,"TN, RV, RC, ZW",Stream,,,11/8/2024,1278,-34.608977,1.00E-01,-6.009655,4.80E-02,-3.001962,5.12E-02,,,
1465,Horse Down,11/16/2024,,1,"TN, RV, RC, EW, XG, KH",13_sites,,,12/3/2024,1465,-39.351018,6.61E-01,-4.52448,8.19E-02,-2.139557,7.71E-02,,,
